fraction	session	jury	taste_original	taste_intermediate	taste_harmonized
fraction_38	session_03	J6	DEFAUT_LEGER	OFFNOTE_LOW	OFFNOTE
fraction_38	session_03	J7	TRES AMER SEC	BITTER_HIGH	BITTER
fraction_38	session_03	J8	GRAS ENCAUSTIQUE_LEGER	FATTY	FATTY
fraction_38	session_03	J8	GRAS ENCAUSTIQUE_LEGER	CHEMICAL_LOW	CHEMICAL
fraction_38	session_03	J9	AMERTUME_LEGER	BITTER_LOW	BITTER
fraction_39	session_03	J1	ACIDE	ACID	ACID
fraction_39	session_03	J10	NEUTRE GRAS	""	""
fraction_39	session_03	J10	NEUTRE GRAS	FATTY	FATTY
fraction_39	session_03	J11	AMER_LEGER CRAIE_LEGER	BITTER_LOW	BITTER
fraction_39	session_03	J11	AMER_LEGER CRAIE_LEGER	MOUTHFILLING_LOW	MOUTHFILLING
fraction_39	session_03	J2	ACIDITE_LEGERE AMERTUME_FAIBLE GRAS_FAIBLE	ACID_LOW	ACID
fraction_39	session_03	J2	ACIDITE_LEGERE AMERTUME_FAIBLE GRAS_FAIBLE	BITTER_LOW	BITTER
fraction_39	session_03	J2	ACIDITE_LEGERE AMERTUME_FAIBLE GRAS_FAIBLE	FATTY_LOW	FATTY
fraction_39	session_03	J3	CRAIE  AMER_TRRES_LEGER	MOUTHFILLING	MOUTHFILLING
fraction_39	session_03	J3	CRAIE  AMER_TRRES_LEGER	BITTER_LOW	BITTER
fraction_39	session_03	J4	AMER_MOYEN GRAS SUCRRE_LEGER	BITTER	BITTER
fraction_39	session_03	J4	AMER_MOYEN GRAS SUCRRE_LEGER	FATTY	FATTY
fraction_39	session_03	J4	AMER_MOYEN GRAS SUCRRE_LEGER	SWEET_LOW	SWEET
fraction_39	session_03	J5	AMERE SALE EAU_DHUITRES	BITTER	BITTER
fraction_39	session_03	J5	AMERE SALE EAU_DHUITRES	SALTY	SALTY
fraction_39	session_03	J5	AMERE SALE EAU_DHUITRES	IODINE	IODINE
fraction_39	session_03	J7	MINERAL	MINERALITY	MINERALITY
fraction_39	session_03	J8	UMAMI	UMAMI	UMAMI
fraction_39	session_03	J9	VOLUME COLLANT	VOLUME	VOLUME
fraction_39	session_03	J9	VOLUME COLLANT	MOUTHFILLING	MOUTHFILLING
fraction_40	session_04	J1	VOLUME_FORT PIOQUANT AMER_FORT	VOLUME_HIGH	VOLUME
fraction_40	session_04	J1	VOLUME_FORT PIOQUANT AMER_FORT	PUNGENT	PUNGENT
fraction_40	session_04	J1	VOLUME_FORT PIOQUANT AMER_FORT	BITTER_HIGH	BITTER
fraction_40	session_04	J10	AMERTUME_FORTE	BITTER_HIGH	BITTER
fraction_40	session_04	J11	AMER_TRES_FORT ASRINGENT_FORT	BITTER_HIGH	BITTER
fraction_40	session_04	J11	AMER_TRES_FORT ASRINGENT_FORT	ASTRINGENT_HIGH	ASTRINGENT
fraction_40	session_04	J2	GRAS_FAIBLE AMERTUME_TRE_TRES_FORTE	FATTY_LOW	FATTY
fraction_40	session_04	J2	GRAS_FAIBLE AMERTUME_TRE_TRES_FORTE	BITTER_HIGH	BITTER
fraction_40	session_04	J3	AMERTUME_TRES_FORTE	BITTER_HIGH	BITTER
fraction_40	session_04	J4	AMNER_LEGER SUCRE	BITTER_LOW	BITTER
fraction_40	session_04	J4	AMNER_LEGER SUCRE	SWEET	SWEET
fraction_40	session_04	J5	AMERTUME_TRES_FORTE	BITTER_HIGH	BITTER
fraction_40	session_04	J6	TRES AMER ECHARD	BITTER_HIGH	BITTER
fraction_40	session_04	J6	TRES AMER ECHARD	ACID	ACID
fraction_40	session_04	J7	AMER_FORT	BITTER_HIGH	BITTER
fraction_40	session_04	J8	AMER	BITTER	BITTER
fraction_40	session_04	J9	ASTRINGENT  TRES_AMER	ASTRINGENT	ASTRINGENT
fraction_40	session_04	J9	ASTRINGENT  TRES_AMER	BITTER_HIGH	BITTER
fraction_41	session_04	J1	VOLUME_FORT PIOQUANT AMER_FORT	VOLUME_HIGH	VOLUME
fraction_41	session_04	J1	VOLUME_FORT PIOQUANT AMER_FORT	PUNGENT	PUNGENT
fraction_41	session_04	J1	VOLUME_FORT PIOQUANT AMER_FORT	BITTER_HIGH	BITTER
fraction_41	session_04	J10	AMERTUME_MOYENNE	BITTER	BITTER
fraction_41	session_04	J11	AMER_FORT ASTRINGENT_MOYEN_A_FORT	BITTER_HIGH	BITTER
fraction_41	session_04	J11	AMER_FORT ASTRINGENT_MOYEN_A_FORT	ASTRINGENT	ASTRINGENT
fraction_41	session_04	J2	GRAS_FAIBLE AMERTUME_TRES_FORTE	FATTY_LOW	FATTY
fraction_41	session_04	J2	GRAS_FAIBLE AMERTUME_TRES_FORTE	BITTER_HIGH	BITTER
fraction_41	session_04	J3	AMERTUME_MOYENNE_IFORTE	BITTER	BITTER
fraction_41	session_04	J4	AMER_MOYEN BOISE	BITTER	BITTER
fraction_41	session_04	J4	AMER_MOYEN BOISE	WOODY	WOODY
fraction_41	session_04	J5	AMERTUME_MOYENNE	BITTER	BITTER
fraction_41	session_04	J6	TRFES AMER ACIDE	BITTER_HIGH	BITTER
fraction_41	session_04	J6	TRFES AMER ACIDE	ACID	ACID
fraction_41	session_04	J7	AMER	BITTER	BITTER
fraction_41	session_04	J8	AMER	BITTER	BITTER
fraction_41	session_04	J9	LEGER_AMER_VEGETAL  LEGER_GRAS	BITTER_LOW	BITTER
fraction_41	session_04	J9	LEGER_AMER_VEGETAL  LEGER_GRAS	VEGETAL	VEGETAL
fraction_41	session_04	J9	LEGER_AMER_VEGETAL  LEGER_GRAS	FATTY_LOW	FATTY
fraction_42	session_04	J1	VOLUME_FORT PIOQUANT AMER_FORT	VOLUME_HIGH	VOLUME
fraction_42	session_04	J1	VOLUME_FORT PIOQUANT AMER_FORT	PUNGENT	PUNGENT
fraction_42	session_04	J1	VOLUME_FORT PIOQUANT AMER_FORT	BITTER_HIGH	BITTER
fraction_42	session_04	J10	SUCRE_MOYEN AMERTUME_LEGER	SWEET	SWEET
fraction_42	session_04	J10	SUCRE_MOYEN AMERTUME_LEGER	BITTER_LOW	BITTER
fraction_42	session_04	J11	AMER_MOYEN_A_FORT PAPIER_MOUILLE_LEGER	BITTER	BITTER
fraction_42	session_04	J11	AMER_MOYEN_A_FORT PAPIER_MOUILLE_LEGER	CARTON_LOW	CARTON
fraction_42	session_04	J2	GRAS_FAIBLE AMERTUME_FORTE	FATTY_LOW	FATTY
fraction_42	session_04	J2	GRAS_FAIBLE AMERTUME_FORTE	BITTER_HIGH	BITTER
fraction_42	session_04	J3	AMERTUME_FORTE	BITTER_HIGH	BITTER
fraction_42	session_04	J4	AMNER_LEGER SUCRE	BITTER_LOW	BITTER
fraction_42	session_04	J4	AMNER_LEGER SUCRE	SWEET	SWEET
fraction_42	session_04	J5	AMERTUME_FORTE	BITTER_HIGH	BITTER
fraction_42	session_04	J6	TRES AMER ACIDE	BITTER_HIGH	BITTER
fraction_42	session_04	J6	TRES AMER ACIDE	ACID	ACID
fraction_42	session_04	J7	AMER_MOYEN	BITTER	BITTER
fraction_42	session_04	J8	GLISSANT GRAS	MOUTHFILLING	MOUTHFILLING
fraction_42	session_04	J8	GLISSANT GRAS	FATTY	FATTY
fraction_42	session_04	J9	TRES_AMER  TENDU	BITTER_HIGH	BITTER
fraction_42	session_04	J9	TRES_AMER  TENDU	ACID	ACID
fraction_43	session_04	J1	VOLUME_FORT ACIDITE_LEGERE AMER_MOYEN	VOLUME_HIGH	VOLUME
fraction_43	session_04	J1	VOLUME_FORT ACIDITE_LEGERE AMER_MOYEN	ACID_LOW	ACID
fraction_43	session_04	J1	VOLUME_FORT ACIDITE_LEGERE AMER_MOYEN	BITTER	BITTER
fraction_43	session_04	J10	SUCRE_LEGER AMERTUME_LEGER	SWEET_LOW	SWEET
fraction_43	session_04	J10	SUCRE_LEGER AMERTUME_LEGER	BITTER_LOW	BITTER
fraction_43	session_04	J11	AMER_MOYEN_A_FORT PAPIER_MOUILLE_LEGER	BITTER	BITTER
fraction_43	session_04	J11	AMER_MOYEN_A_FORT PAPIER_MOUILLE_LEGER	CARTON_LOW	CARTON
fraction_43	session_04	J2	GRAS_MOYEN AMERTUME_FAIBLE FRAIKCHEUJR	FATTY	FATTY
fraction_43	session_04	J2	GRAS_MOYEN AMERTUME_FAIBLE FRAIKCHEUJR	BITTER_LOW	BITTER
fraction_43	session_04	J2	GRAS_MOYEN AMERTUME_FAIBLE FRAIKCHEUJR	FRESH	FRESH
fraction_43	session_04	J3	AMERTUME_MOYENNE_LEGERE	BITTER	BITTER
fraction_43	session_04	J4	AMER_MOYEN	BITTER	BITTER
fraction_43	session_04	J5	AMERTUME_MOYENNE	BITTER	BITTER
fraction_43	session_04	J6	TRES AMR SECHARD	BITTER_HIGH	BITTER
fraction_43	session_04	J6	TRES AMR SECHARD	ACID	ACID
fraction_43	session_04	J7	AMER_FAIBLE	BITTER_LOW	BITTER
fraction_43	session_04	J8	GRAS LISSE	FATTY	FATTY
fraction_43	session_04	J8	GRAS LISSE	MOUTHFILLING	MOUTHFILLING
fraction_43	session_04	J9	AMER  TENDU	BITTER	BITTER
fraction_43	session_04	J9	AMER  TENDU	ACID	ACID
fraction_44	session_04	J1	VOLUME_MOYEN ACIDITE_LEGERE AMER_LEGER	VOLUME	VOLUME
fraction_44	session_04	J1	VOLUME_MOYEN ACIDITE_LEGERE AMER_LEGER	ACID_LOW	ACID
fraction_44	session_04	J1	VOLUME_MOYEN ACIDITE_LEGERE AMER_LEGER	BITTER_LOW	BITTER
fraction_44	session_04	J10	SUCRE_LEGER AMERTUME_LEGER	SWEET_LOW	SWEET
fraction_44	session_04	J10	SUCRE_LEGER AMERTUME_LEGER	BITTER_LOW	BITTER
fraction_44	session_04	J11	AMER_LEGER PAPIER_MOUILLE LEGER	BITTER_LOW	BITTER
fraction_44	session_04	J11	AMER_LEGER PAPIER_MOUILLE LEGER	CARTON_LOW	CARTON
fraction_44	session_04	J2	GRFAS_MOYEN AMERTUME_FAIBLE	FATTY	FATTY
fraction_44	session_04	J2	GRFAS_MOYEN AMERTUME_FAIBLE	BITTER_LOW	BITTER
fraction_44	session_04	J3	AMERTUME_MOYENNE_IFORTE	BITTER	BITTER
fraction_44	session_04	J4	AMNER_LEGER SUCRE	BITTER_LOW	BITTER
fraction_44	session_04	J4	AMNER_LEGER SUCRE	SWEET	SWEET
fraction_44	session_04	J5	AMERTUME_LEGERE	BITTER_LOW	BITTER
fraction_44	session_04	J6	AMER	BITTER	BITTER
fraction_44	session_04	J7	AMER_PEU GRAS	BITTER_LOW	BITTER
fraction_44	session_04	J7	AMER_PEU GRAS	FATTY	FATTY
fraction_44	session_04	J8	GLISSANT GRAS	MOUTHFILLING	MOUTHFILLING
fraction_44	session_04	J8	GLISSANT GRAS	FATTY	FATTY
fraction_44	session_04	J9	LEGER_AMER_VEGETAL  LEGER GRAS	BITTER_LOW	BITTER
fraction_44	session_04	J9	LEGER_AMER_VEGETAL  LEGER GRAS	VEGETAL	VEGETAL
fraction_44	session_04	J9	LEGER_AMER_VEGETAL  LEGER GRAS	FATTY_LOW	FATTY
fraction_45	session_04	J1	VOLUME_MOYEN ACIDITE_LEGERE AMER_LEGER	VOLUME	VOLUME
fraction_45	session_04	J1	VOLUME_MOYEN ACIDITE_LEGERE AMER_LEGER	ACID_LOW	ACID
fraction_45	session_04	J1	VOLUME_MOYEN ACIDITE_LEGERE AMER_LEGER	BITTER_LOW	BITTER
fraction_45	session_04	J10	AMERTUME_LEGER	BITTER_LOW	BITTER
fraction_45	session_04	J11	AMER_LEGER_A_MOYEN PAPIER_MOUILLE_LEGER	BITTER_LOW	BITTER
fraction_45	session_04	J11	AMER_LEGER_A_MOYEN PAPIER_MOUILLE_LEGER	CARTON_LOW	CARTON
fraction_45	session_04	J2	GRAS_MOYEN AMERTUME_FAIBLE FRAIKCHEUJR	FATTY	FATTY
fraction_45	session_04	J2	GRAS_MOYEN AMERTUME_FAIBLE FRAIKCHEUJR	BITTER_LOW	BITTER
fraction_45	session_04	J2	GRAS_MOYEN AMERTUME_FAIBLE FRAIKCHEUJR	FRESH	FRESH
fraction_45	session_04	J3	AMERTUME_ASSEZ_LEGERE	BITTER_LOW	BITTER
fraction_45	session_04	J4	AMER_LEGER	BITTER_LOW	BITTER
fraction_45	session_04	J5	AMERTUME_LEGERE	BITTER_LOW	BITTER
fraction_45	session_04	J6	AMERF	BITTER	BITTER
fraction_45	session_04	J7	GRAS	FATTY	FATTY
fraction_45	session_04	J8	GRAS DOUCEREUX	FATTY	FATTY
fraction_45	session_04	J8	GRAS DOUCEREUX	SWEET	SWEET
fraction_45	session_04	J9	FRAIS  TENDU  PAS_AMER	FRESH	FRESH
fraction_45	session_04	J9	FRAIS  TENDU  PAS_AMER	ACID	ACID
fraction_46	session_05	J1	ACIDE_FORT VOLUME_PLUS	ACID_HIGH	ACID
fraction_46	session_05	J1	ACIDE_FORT VOLUME_PLUS	VOLUME_HIGH	VOLUME
fraction_46	session_05	J10	VOLUME  ASTINGENCE	VOLUME	VOLUME
fraction_46	session_05	J10	VOLUME  ASTINGENCE	ASTRINGENT	ASTRINGENT
fraction_46	session_05	J11	DOUX	SWEET	SWEET
fraction_46	session_05	J13	GRAS_FAIBLE SUCRE_MOY	FATTY_LOW	FATTY
fraction_46	session_05	J13	GRAS_FAIBLE SUCRE_MOY	SWEET	SWEET
fraction_46	session_05	J2	GRAS_MOYEN PIQUANT_FAIBLE	FATTY	FATTY
fraction_46	session_05	J2	GRAS_MOYEN PIQUANT_FAIBLE	PUNGENT_LOW	PUNGENT
fraction_46	session_05	J3	CRAIE-PONONCEE  AMER-PRONONCE	MOUTHFILLING_HIGH	MOUTHFILLING
fraction_46	session_05	J3	CRAIE-PONONCEE  AMER-PRONONCE	BITTER_HIGH	BITTER
fraction_46	session_05	J4	AMER_LEGER	BITTER_LOW	BITTER
fraction_46	session_05	J5	HUILEUX FRAIS AMER	FATTY	FATTY
fraction_46	session_05	J5	HUILEUX FRAIS AMER	FRESH	FRESH
fraction_46	session_05	J5	HUILEUX FRAIS AMER	BITTER	BITTER
fraction_46	session_05	J6	SENSATION_DE BOUCHE_ENROBEE_TERRE DE SILICE_MOYEN	MOUTHFILLING	MOUTHFILLING
fraction_46	session_05	J8	AMER ACIDE	BITTER	BITTER
fraction_46	session_05	J9	NEUTRE	""	""
fraction_47	session_05	J1	ACIDE_FORT VOLUME_FAIBLE	ACID_HIGH	ACID
fraction_47	session_05	J1	ACIDE_FORT VOLUME_FAIBLE	VOLUME_LOW	VOLUME
fraction_47	session_05	J10	LEGER _VOLUME   LEGER_STRINGENCE	VOLUME_LOW	VOLUME
fraction_47	session_05	J10	LEGER _VOLUME   LEGER_STRINGENCE	ASTRINGENT_LOW	ASTRINGENT
fraction_47	session_05	J11	AMERE VOLUME	BITTER	BITTER
fraction_47	session_05	J11	AMERE VOLUME	VOLUME	VOLUME
fraction_47	session_05	J13	NEUTRE	""	""
fraction_47	session_05	J2	GRAS_FORT AMERTUME_FAIBLE	FATTY_HIGH	FATTY
fraction_47	session_05	J2	GRAS_FORT AMERTUME_FAIBLE	BITTER_LOW	BITTER
fraction_47	session_05	J3	CRAIE-MOYEN  AMER-MOYEN	MOUTHFILLING	MOUTHFILLING
fraction_47	session_05	J3	CRAIE-MOYEN  AMER-MOYEN	BITTER	BITTER
fraction_47	session_05	J4	AMER_MOYEN GRAS	BITTER	BITTER
fraction_47	session_05	J4	AMER_MOYEN GRAS	FATTY	FATTY
fraction_47	session_05	J5	HUILEUX FRAIS AMER	FATTY	FATTY
fraction_47	session_05	J5	HUILEUX FRAIS AMER	FRESH	FRESH
fraction_47	session_05	J5	HUILEUX FRAIS AMER	BITTER	BITTER
fraction_47	session_05	J6	SENSATION_DE BOUCHE_ENROBEE_TERRE DE SILICE_FORT	MOUTHFILLING_HIGH	MOUTHFILLING
fraction_47	session_05	J8	AMER SEC	BITTER	BITTER
fraction_47	session_05	J8	AMER SEC	ACID	ACID
fraction_47	session_05	J9	UMAMI_LEGER	UMAMI_LOW	UMAMI
fraction_48	session_05	J1	ACIDE_MOYEN VOLUME_MOYEN	ACID	ACID
fraction_48	session_05	J1	ACIDE_MOYEN VOLUME_MOYEN	VOLUME	VOLUME
fraction_48	session_05	J10	PEU_DE_VOLUME  ASTRINGENCE	VOLUME_LOW	VOLUME
fraction_48	session_05	J10	PEU_DE_VOLUME  ASTRINGENCE	ASTRINGENT	ASTRINGENT
fraction_48	session_05	J11	AMERE	BITTER	BITTER
fraction_48	session_05	J13	NEUTRE ASSECHANT_MOY	""	""
fraction_48	session_05	J13	NEUTRE ASSECHANT_MOY	ASTRINGENT	ASTRINGENT
fraction_48	session_05	J2	GRAS_MLOYEN AMERTUME_MLOYENNE	FATTY	FATTY
fraction_48	session_05	J2	GRAS_MLOYEN AMERTUME_MLOYENNE	BITTER	BITTER
fraction_48	session_05	J3	CRAIE-PONONCEE  AMER-PRONONCE	MOUTHFILLING_HIGH	MOUTHFILLING
fraction_48	session_05	J3	CRAIE-PONONCEE  AMER-PRONONCE	BITTER_HIGH	BITTER
fraction_48	session_05	J4	AMER_MOYEN GRAS	BITTER	BITTER
fraction_48	session_05	J4	AMER_MOYEN GRAS	FATTY	FATTY
fraction_48	session_05	J5	HUILEUX FRAIS AMER	FATTY	FATTY
fraction_48	session_05	J5	HUILEUX FRAIS AMER	FRESH	FRESH
fraction_48	session_05	J5	HUILEUX FRAIS AMER	BITTER	BITTER
fraction_48	session_05	J6	SENSATION_DE BOUCHE_ENROBEE_TERRE DE SILICE_MOYEN	MOUTHFILLING	MOUTHFILLING
fraction_48	session_05	J8	AMER SEC	BITTER	BITTER
fraction_48	session_05	J8	AMER SEC	ACID	ACID
fraction_48	session_05	J9	VOLUME_LEGER UMAMI_LEGER	VOLUME_LOW	VOLUME
fraction_48	session_05	J9	VOLUME_LEGER UMAMI_LEGER	UMAMI_LOW	UMAMI
fraction_50	session_05	J1	ACIDE_FORT VOLUME_FAIBLE	ACID_HIGH	ACID
fraction_50	session_05	J1	ACIDE_FORT VOLUME_FAIBLE	VOLUME_LOW	VOLUME
fraction_50	session_05	J10	FRAICHEUR  PAS DE VOLUME	FRESH	FRESH
fraction_50	session_05	J11	AMERE	BITTER	BITTER
fraction_50	session_05	J13	NEUTRE	""	""
fraction_50	session_05	J2	GRAS_FAIBLE AMEERTUME_FAIBLE	FATTY_LOW	FATTY
fraction_50	session_05	J2	GRAS_FAIBLE AMEERTUME_FAIBLE	BITTER_LOW	BITTER
fraction_50	session_05	J3	CRAIE-LEGER  AMER-LEGER	MOUTHFILLING_LOW	MOUTHFILLING
fraction_50	session_05	J3	CRAIE-LEGER  AMER-LEGER	BITTER_LOW	BITTER
fraction_50	session_05	J4	AMER_FASIBLE	BITTER_LOW	BITTER
fraction_50	session_05	J5	HUILEUX FRAIS ACIDE	FATTY	FATTY
fraction_50	session_05	J5	HUILEUX FRAIS ACIDE	FRESH	FRESH
fraction_50	session_05	J5	HUILEUX FRAIS ACIDE	ACID	ACID
fraction_50	session_05	J6	SENSATION_DE BOUCHE_ENROBEE_TERRE DE SILICE_MOYEN	MOUTHFILLING	MOUTHFILLING
fraction_50	session_05	J8	AMER ACIDE	BITTER	BITTER
fraction_50	session_05	J9	AMER_TRES_LEGER	BITTER_LOW	BITTER
fraction_51	session_05	J1	ACIDE_MOYEN VOLUME_MOYEN	ACID	ACID
fraction_51	session_05	J1	ACIDE_MOYEN VOLUME_MOYEN	VOLUME	VOLUME
fraction_51	session_05	J10	LEGER_VOLUME  LEGER_STRINGENCE	VOLUME_LOW	VOLUME
fraction_51	session_05	J10	LEGER_VOLUME  LEGER_STRINGENCE	ASTRINGENT_LOW	ASTRINGENT
fraction_51	session_05	J11	AMERE VOLUME	BITTER	BITTER
fraction_51	session_05	J11	AMERE VOLUME	VOLUME	VOLUME
fraction_51	session_05	J13	NEUTRE ASSECHANT_FAIBLE	""	""
fraction_51	session_05	J13	NEUTRE ASSECHANT_FAIBLE	ASTRINGENT_LOW	ASTRINGENT
fraction_51	session_05	J3	CRAIE-LEGER  AMER-LEGER	MOUTHFILLING_LOW	MOUTHFILLING
fraction_51	session_05	J3	CRAIE-LEGER  AMER-LEGER	BITTER_LOW	BITTER
fraction_51	session_05	J4	AMER_FASIBLE	BITTER_LOW	BITTER
fraction_51	session_05	J5	HUILEUX FRAIS ACIDE	FATTY	FATTY
fraction_51	session_05	J5	HUILEUX FRAIS ACIDE	FRESH	FRESH
fraction_51	session_05	J5	HUILEUX FRAIS ACIDE	ACID	ACID
fraction_51	session_05	J6	SENSATION_DE BOUCHE_ENROBEE_TERRE DE SILICE_FORT	MOUTHFILLING_HIGH	MOUTHFILLING
fraction_51	session_05	J8	SEDC TANIQUE	ACID	ACID
fraction_51	session_05	J8	SEDC TANIQUE	ASTRINGENT	ASTRINGENT
fraction_51	session_05	J9	AMER_FAIBLE	BITTER_LOW	BITTER
fraction_52	session_05	J1	ACIDE_FORT VOLUME_PLUS	ACID_HIGH	ACID
fraction_52	session_05	J1	ACIDE_FORT VOLUME_PLUS	VOLUME_HIGH	VOLUME
fraction_52	session_05	J10	PEU_DE_VOLUME  ASTINGENCE	VOLUME_LOW	VOLUME
fraction_52	session_05	J10	PEU_DE_VOLUME  ASTINGENCE	ASTRINGENT	ASTRINGENT
fraction_52	session_05	J11	AMERE VOLUME	BITTER	BITTER
fraction_52	session_05	J11	AMERE VOLUME	VOLUME	VOLUME
fraction_52	session_05	J13	SUCRE_FAIBLE	SWEET_LOW	SWEET
fraction_52	session_05	J2	GRAS_MOYEN AMERTUME_FAIBLE SALINITE_FAIBLE	FATTY	FATTY
fraction_52	session_05	J2	GRAS_MOYEN AMERTUME_FAIBLE SALINITE_FAIBLE	BITTER_LOW	BITTER
fraction_52	session_05	J2	GRAS_MOYEN AMERTUME_FAIBLE SALINITE_FAIBLE	SALTY_LOW	SALTY
fraction_52	session_05	J3	CRAIE-PONONCEE  AMER-PRONONCE	MOUTHFILLING_HIGH	MOUTHFILLING
fraction_52	session_05	J3	CRAIE-PONONCEE  AMER-PRONONCE	BITTER_HIGH	BITTER
fraction_52	session_05	J4	AMER_LEGER SUCRE	BITTER_LOW	BITTER
fraction_52	session_05	J4	AMER_LEGER SUCRE	SWEET	SWEET
fraction_52	session_05	J5	HUILEUX FRAIS ACIDE	FATTY	FATTY
fraction_52	session_05	J5	HUILEUX FRAIS ACIDE	FRESH	FRESH
fraction_52	session_05	J5	HUILEUX FRAIS ACIDE	ACID	ACID
fraction_52	session_05	J6	SENSATION_DE BOUCHE_ENROBEE_TERRE DE SILICE_MOYEN	MOUTHFILLING	MOUTHFILLING
fraction_52	session_05	J8	AMER ACIDE	BITTER	BITTER
fraction_52	session_05	J9	NEUTRE	""	""
fraction_53	session_05	J1	ACIDE_MOYEN VOLUME_MOYEN	ACID	ACID
fraction_53	session_05	J1	ACIDE_MOYEN VOLUME_MOYEN	VOLUME	VOLUME
fraction_53	session_05	J10	ASTRINGENT	ASTRINGENT	ASTRINGENT
fraction_53	session_05	J11	DOUX	SWEET	SWEET
fraction_53	session_05	J13	NEUTRE ASSECHANT_MOY	""	""
fraction_53	session_05	J13	NEUTRE ASSECHANT_MOY	ASTRINGENT	ASTRINGENT
fraction_53	session_05	J2	GRAS_FASIBLE AMERTUME_FAIBLE ACIDITE_FAIBLE	FATTY_LOW	FATTY
fraction_53	session_05	J2	GRAS_FASIBLE AMERTUME_FAIBLE ACIDITE_FAIBLE	BITTER_LOW	BITTER
fraction_53	session_05	J2	GRAS_FASIBLE AMERTUME_FAIBLE ACIDITE_FAIBLE	ACID_LOW	ACID
fraction_53	session_05	J3	CRAIE-MOYEN  AMER-MOYEN	MOUTHFILLING	MOUTHFILLING
fraction_53	session_05	J3	CRAIE-MOYEN  AMER-MOYEN	BITTER	BITTER
fraction_53	session_05	J4	AMER_LEGER	BITTER_LOW	BITTER
fraction_53	session_05	J5	HUILEUX	FATTY	FATTY
fraction_53	session_05	J6	SENSATION_DE BOUCHE_ENROBEE_TERRE DE SILICE_FORT	MOUTHFILLING_HIGH	MOUTHFILLING
fraction_53	session_05	J8	SYEC TANIQUE	ACID	ACID
fraction_53	session_05	J8	SYEC TANIQUE	ASTRINGENT	ASTRINGENT
fraction_53	session_05	J9	AMER_LEGER UMAMI_LEGER	BITTER_LOW	BITTER
fraction_53	session_05	J9	AMER_LEGER UMAMI_LEGER	UMAMI_LOW	UMAMI
fraction_54	session_05	J1	ACIDE_MOYEN VOLUME_FAIBLE	ACID	ACID
fraction_54	session_05	J1	ACIDE_MOYEN VOLUME_FAIBLE	VOLUME_LOW	VOLUME
fraction_54	session_05	J10	VOLUME  ASTRINGENCE	VOLUME	VOLUME
fraction_54	session_05	J10	VOLUME  ASTRINGENCE	ASTRINGENT	ASTRINGENT
fraction_54	session_05	J11	AMERE	BITTER	BITTER
fraction_54	session_05	J13	NEUTRE ASSECHANT_FAIBLE	""	""
fraction_54	session_05	J13	NEUTRE ASSECHANT_FAIBLE	ASTRINGENT_LOW	ASTRINGENT
fraction_54	session_05	J2	GRAS_FORT AMERTUME_MOYENNE	FATTY_HIGH	FATTY
fraction_54	session_05	J2	GRAS_FORT AMERTUME_MOYENNE	BITTER	BITTER
fraction_54	session_05	J3	CRAIE-MOYEN  AMER-MOYEN	MOUTHFILLING	MOUTHFILLING
fraction_54	session_05	J3	CRAIE-MOYEN  AMER-MOYEN	BITTER	BITTER
fraction_54	session_05	J4	AMER_MOYEN GRAS	BITTER	BITTER
fraction_54	session_05	J4	AMER_MOYEN GRAS	FATTY	FATTY
fraction_54	session_05	J5	HUILEUX FRAIS AMER	FATTY	FATTY
fraction_54	session_05	J5	HUILEUX FRAIS AMER	FRESH	FRESH
fraction_54	session_05	J5	HUILEUX FRAIS AMER	BITTER	BITTER
fraction_54	session_05	J6	SENSATION_DE BOUCHE_ENROBEE_TERRE DE SILICE_FORT	MOUTHFILLING_HIGH	MOUTHFILLING
fraction_54	session_05	J8	AMER SEC	BITTER	BITTER
fraction_54	session_05	J8	AMER SEC	ACID	ACID
fraction_54	session_05	J9	NEUTRE	""	""
fraction_55	session_06	J1	AMERTUME_FORTE	BITTER_HIGH	BITTER
fraction_55	session_06	J10	BOISE_LEGER MAIS_EFFET_CUMULATIF	WOODY_LOW	WOODY
fraction_55	session_06	J2	AMERTUME-UN-PEU-PLUS-SOUTENUE	BITTER	BITTER
fraction_55	session_06	J3	AMER	BITTER	BITTER
fraction_55	session_06	J4	ACQUEUX FRAIS MINEDRAL ASSECHANT	FRESH	FRESH
fraction_55	session_06	J4	ACQUEUX FRAIS MINEDRAL ASSECHANT	MINERALITY	MINERALITY
fraction_55	session_06	J4	ACQUEUX FRAIS MINEDRAL ASSECHANT	ASTRINGENT	ASTRINGENT
fraction_55	session_06	J5	UN_PEU_MOINS_GRAS  FRAICHEUR	FATTY_LOW	FATTY
fraction_55	session_06	J5	UN_PEU_MOINS_GRAS  FRAICHEUR	FRESH	FRESH
fraction_55	session_06	J7	AMERTUME GRAS BOISE	BITTER	BITTER
fraction_55	session_06	J7	AMERTUME GRAS BOISE	FATTY	FATTY
fraction_55	session_06	J7	AMERTUME GRAS BOISE	WOODY	WOODY
fraction_55	session_06	J8	LEGERE_ASTRINGENCE FRAICHEUR GRAS	ASTRINGENT_LOW	ASTRINGENT
fraction_55	session_06	J8	LEGERE_ASTRINGENCE FRAICHEUR GRAS	FRESH	FRESH
fraction_55	session_06	J8	LEGERE_ASTRINGENCE FRAICHEUR GRAS	FATTY	FATTY
fraction_55	session_06	J9	UMAMI_MOYEN SALÉ_FORT GRAS_FORT	UMAMI	UMAMI
