fraction	session	jury	taste_original	taste_harmonized	value
fraction_60	session_06	jury_14	GRAS	FATTY	1.6
fraction_60	session_06	jury_14	BOISE	WOODY	2.1
fraction_60	session_06	jury_14	ASTRINGENCE	ASTRINGENT	0
fraction_60	session_06	jury_15	UMAMI	UMAMI	1.9
fraction_60	session_06	jury_15	FRAIS	FRESH	0
fraction_60	session_06	jury_15	SALÉ	SALTY	4.7
fraction_60	session_06	jury_15	AMERTUME	BITTER	4.7
fraction_60	session_06	jury_15	GRAS	FATTY	0
fraction_60	session_06	jury_16	AQUEUX	""	10
fraction_60	session_06	jury_16	AMERE	BITTER	0
fraction_60	session_06	jury_16	VOLUIME	VOLUME	0.1
fraction_61	session_06	jury_01	BOISÉ	WOODY	2.4
fraction_61	session_06	jury_03	GRAS	FATTY	0.1
fraction_61	session_06	jury_03	AMER	BITTER	0
fraction_61	session_06	jury_03	SUCRE	SWEET	0
fraction_61	session_06	jury_05	AMERTUME	BITTER	1
fraction_61	session_06	jury_05	GRAS	FATTY	0.1
fraction_61	session_06	jury_05	SALINITE	SALTY	2.3
fraction_61	session_06	jury_05	SUCROSITE	SWEET	0.1
fraction_61	session_06	jury_07	GRAS	FATTY	9.5
fraction_61	session_06	jury_07	FRAÎCHEUR	FRESH	0.5
fraction_61	session_06	jury_08	AMERTUME	BITTER	0
fraction_61	session_06	jury_08	GRAS	FATTY	1.2
fraction_61	session_06	jury_08	ASTRINGENCE	ASTRINGENT	0
fraction_61	session_06	jury_08	SALINITE	SALTY	0
fraction_61	session_06	jury_08	SUCROSITE	SWEET	2.5
fraction_61	session_06	jury_08	ACIDITE	ACID	1.4
fraction_61	session_06	jury_08	CARTON	CARTON	0
fraction_61	session_06	jury_09	AMERTUME	BITTER	3.9
fraction_61	session_06	jury_13	FRAIS	FRESH	7.4
fraction_61	session_06	jury_13	AMER	BITTER	3.9
fraction_61	session_06	jury_13	MINERAL	MINERALITY	1.2
fraction_61	session_06	jury_13	ASSECHANT	ASTRINGENT	6.8
fraction_61	session_06	jury_14	AMERTUME	BITTER	0
fraction_61	session_06	jury_14	GRAS	FATTY	0
fraction_61	session_06	jury_14	BOISE	WOODY	3.5
fraction_61	session_06	jury_14	ASTRINGENCE	ASTRINGENT	0
fraction_61	session_06	jury_15	UMAMI	UMAMI	4.8
fraction_61	session_06	jury_15	FRAIS	FRESH	9.1
fraction_61	session_06	jury_15	SALÉ	SALTY	0
fraction_61	session_06	jury_15	AMERTUME	BITTER	6
fraction_61	session_06	jury_15	GRAS	FATTY	0
fraction_61	session_06	jury_16	AQUEUX	""	5.8
fraction_61	session_06	jury_16	AMERE	BITTER	0
fraction_61	session_06	jury_16	VOLUIME	VOLUME	8.9
fraction_62	session_06	jury_01	BOISÉ	WOODY	2.4
fraction_62	session_06	jury_03	GRAS	FATTY	0.1
fraction_62	session_06	jury_03	AMER	BITTER	0
fraction_62	session_06	jury_03	SUCRE	SWEET	0
fraction_62	session_06	jury_05	AMERTUME	BITTER	4
fraction_62	session_06	jury_05	GRAS	FATTY	0
fraction_62	session_06	jury_05	SALINITE	SALTY	0.1
fraction_62	session_06	jury_05	SUCROSITE	SWEET	0
fraction_62	session_06	jury_07	GRAS	FATTY	6.5
fraction_62	session_06	jury_07	FRAÎCHEUR	FRESH	1.6
fraction_62	session_06	jury_08	AMERTUME	BITTER	0
fraction_62	session_06	jury_08	GRAS	FATTY	2.3
fraction_62	session_06	jury_08	ASTRINGENCE	ASTRINGENT	1.6
fraction_62	session_06	jury_08	SALINITE	SALTY	0
fraction_62	session_06	jury_08	SUCROSITE	SWEET	0
fraction_62	session_06	jury_08	ACIDITE	ACID	1.5
fraction_62	session_06	jury_08	CARTON	CARTON	1.6
fraction_62	session_06	jury_09	AMERTUME	BITTER	0.6
fraction_62	session_06	jury_13	FRAIS	FRESH	4.3
fraction_62	session_06	jury_13	AMER	BITTER	2
fraction_62	session_06	jury_13	MINERAL	MINERALITY	6.4
fraction_62	session_06	jury_13	ASSECHANT	ASTRINGENT	6.5
fraction_62	session_06	jury_14	AMERTUME	BITTER	0
fraction_62	session_06	jury_14	GRAS	FATTY	0
fraction_62	session_06	jury_14	BOISE	WOODY	4.6
fraction_62	session_06	jury_14	ASTRINGENCE	ASTRINGENT	3
fraction_62	session_06	jury_15	UMAMI	UMAMI	4.9
fraction_62	session_06	jury_15	FRAIS	FRESH	9.1
fraction_62	session_06	jury_15	SALÉ	SALTY	0
fraction_62	session_06	jury_15	AMERTUME	BITTER	6
fraction_62	session_06	jury_15	GRAS	FATTY	0
fraction_62	session_06	jury_16	AQUEUX	""	5.8
fraction_62	session_06	jury_16	AMERE	BITTER	0
fraction_62	session_06	jury_16	VOLUIME	VOLUME	8.8
fraction_63	session_06	jury_01	BOISÉ	WOODY	2.4
fraction_63	session_06	jury_03	GRAS	FATTY	0
fraction_63	session_06	jury_03	AMER	BITTER	0.2
fraction_63	session_06	jury_03	SUCRE	SWEET	0
fraction_63	session_06	jury_05	AMERTUME	BITTER	9.6
fraction_63	session_06	jury_05	GRAS	FATTY	0
fraction_63	session_06	jury_05	SALINITE	SALTY	0.1
fraction_63	session_06	jury_05	SUCROSITE	SWEET	0.1
fraction_63	session_06	jury_07	GRAS	FATTY	6.6
fraction_63	session_06	jury_07	FRAÎCHEUR	FRESH	1.8
fraction_63	session_06	jury_08	AMERTUME	BITTER	9
fraction_63	session_06	jury_08	GRAS	FATTY	4.2
fraction_63	session_06	jury_08	ASTRINGENCE	ASTRINGENT	0
fraction_63	session_06	jury_08	SALINITE	SALTY	0
fraction_63	session_06	jury_08	SUCROSITE	SWEET	1.3
fraction_63	session_06	jury_08	ACIDITE	ACID	0
fraction_63	session_06	jury_08	CARTON	CARTON	0
fraction_63	session_06	jury_09	AMERTUME	BITTER	0.6
fraction_63	session_06	jury_13	FRAIS	FRESH	4.3
fraction_63	session_06	jury_13	AMER	BITTER	5.4
fraction_63	session_06	jury_13	MINERAL	MINERALITY	4.2
fraction_63	session_06	jury_13	ASSECHANT	ASTRINGENT	6.3
fraction_63	session_06	jury_14	AMERTUME	BITTER	3.3
fraction_63	session_06	jury_14	GRAS	FATTY	0
fraction_63	session_06	jury_14	BOISE	WOODY	2.5
fraction_63	session_06	jury_14	ASTRINGENCE	ASTRINGENT	2.2
fraction_63	session_06	jury_15	UMAMI	UMAMI	1.9
fraction_63	session_06	jury_15	FRAIS	FRESH	0
fraction_63	session_06	jury_15	SALÉ	SALTY	4.7
fraction_63	session_06	jury_15	AMERTUME	BITTER	4.7
fraction_63	session_06	jury_15	GRAS	FATTY	0
fraction_63	session_06	jury_16	AQUEUX	""	5.8
fraction_63	session_06	jury_16	AMERE	BITTER	0.1
fraction_63	session_06	jury_16	VOLUIME	VOLUME	8.8
fraction_64	session_07	jury_01	AMER	BITTER	2
fraction_64	session_07	jury_01	IODE	IODINE	7.4
fraction_64	session_07	jury_03	SUCRE	SWEET	2.6
fraction_64	session_07	jury_03	CHLORE	CHLORINE	6
fraction_64	session_07	jury_03	GRAS	FATTY	0
fraction_64	session_07	jury_04	VOLUME	VOLUME	8.3
fraction_64	session_07	jury_04	ACIDE	ACID	8.2
fraction_64	session_07	jury_05	GRAS	FATTY	4.7
fraction_64	session_07	jury_05	AMERTUME	BITTER	1.4
fraction_64	session_07	jury_05	SALINITE	SALTY	0
fraction_64	session_07	jury_05	ACIDITE	ACID	1.6
fraction_64	session_07	jury_06	AMER	BITTER	2.6
fraction_64	session_07	jury_06	GRAS_VOLUME	FATTY	3.3
fraction_64	session_07	jury_06	GRAS_VOLUME	VOLUME	3.3
fraction_64	session_07	jury_06	VEG CHIMIQUE	VEGETAL	4.1
fraction_64	session_07	jury_06	VEG CHIMIQUE	CHEMICAL	4.1
fraction_64	session_07	jury_06	UMAMI	UMAMI	0.5
fraction_64	session_07	jury_07	FRAICHEUR	FRESH	3.6
fraction_64	session_07	jury_07	VOLUME	VOLUME	2.9
fraction_64	session_07	jury_07	ASTRINGENCE	ASTRINGENT	0.2
fraction_64	session_07	jury_08	GRAS	FATTY	4.2
fraction_64	session_07	jury_08	FLUIDITE	MOUTHFILLING	3.1
fraction_64	session_07	jury_08	SUCROSITE	SWEET	3.1
fraction_64	session_07	jury_10	AMER	BITTER	0
fraction_64	session_07	jury_10	SUCRE	SWEET	0.6
fraction_64	session_07	jury_10	GRAS	FATTY	1
fraction_64	session_07	jury_10	ASSECHANT	ASTRINGENT	0
fraction_64	session_07	jury_11	AMER	BITTER	4.7
fraction_64	session_07	jury_11	SUCRE	SWEET	0.3
fraction_64	session_07	jury_13	SEC-MNERAL	ACID	5.7
fraction_64	session_07	jury_13	SEC-MNERAL	MINERALITY	5.7
fraction_64	session_07	jury_13	SEC-AMER	BITTER	4.7
fraction_64	session_07	jury_15	AMER	BITTER	0
fraction_64	session_07	jury_15	UMAMI	UMAMI	0
fraction_64	session_07	jury_15	SALÉ	SALTY	2.3
fraction_64	session_07	jury_15	INTENSITÉ AROMA	AROMATIC	5.3
fraction_64	session_07	jury_15	FRAICHEUR	FRESH	8.6
fraction_64	session_07	jury_16	VOLUME	VOLUME	1
fraction_64	session_07	jury_16	AMERTUME	BITTER	1.7
fraction_64	session_07	jury_16	COLLANT	MOUTHFILLING	0.6
fraction_65	session_07	jury_01	AMER	BITTER	6.8
fraction_65	session_07	jury_01	IODE	IODINE	7.4
fraction_65	session_07	jury_03	SUCRE	SWEET	0
fraction_65	session_07	jury_03	CHLORE	CHLORINE	4.4
fraction_65	session_07	jury_03	GRAS	FATTY	0
fraction_65	session_07	jury_04	VOLUME	VOLUME	8.4
fraction_65	session_07	jury_04	ACIDE	ACID	8.2
fraction_65	session_07	jury_05	GRAS	FATTY	4.7
fraction_65	session_07	jury_05	AMERTUME	BITTER	1.4
fraction_65	session_07	jury_05	SALINITE	SALTY	4.6
fraction_65	session_07	jury_05	ACIDITE	ACID	0.1
fraction_65	session_07	jury_06	AMER	BITTER	8
fraction_65	session_07	jury_06	GRAS_VOLUME	FATTY	1.5
fraction_65	session_07	jury_06	GRAS_VOLUME	VOLUME	1.5
fraction_65	session_07	jury_06	VEG CHIMIQUE	VEGETAL	8.1
fraction_65	session_07	jury_06	VEG CHIMIQUE	CHEMICAL	8.1
fraction_65	session_07	jury_06	UMAMI	UMAMI	2.6
fraction_65	session_07	jury_07	FRAICHEUR	FRESH	3.6
fraction_65	session_07	jury_07	VOLUME	VOLUME	2.9
fraction_65	session_07	jury_07	ASTRINGENCE	ASTRINGENT	0.2
fraction_65	session_07	jury_08	GRAS	FATTY	8.3
fraction_65	session_07	jury_08	FLUIDITE	MOUTHFILLING	0.5
fraction_65	session_07	jury_08	SUCROSITE	SWEET	6.6
fraction_65	session_07	jury_10	AMER	BITTER	0.8
fraction_65	session_07	jury_10	SUCRE	SWEET	0
fraction_65	session_07	jury_10	GRAS	FATTY	0
fraction_65	session_07	jury_10	ASSECHANT	ASTRINGENT	0.7
fraction_65	session_07	jury_11	AMER	BITTER	4.6
fraction_65	session_07	jury_11	SUCRE	SWEET	0.2
fraction_65	session_07	jury_13	SEC-MNERAL	ACID	3.8
fraction_65	session_07	jury_13	SEC-MNERAL	MINERALITY	3.8
fraction_65	session_07	jury_13	SEC-AMER	BITTER	4.1
fraction_65	session_07	jury_15	AMER	BITTER	1.7
fraction_65	session_07	jury_15	UMAMI	UMAMI	0
fraction_65	session_07	jury_15	SALÉ	SALTY	0
fraction_65	session_07	jury_15	INTENSITÉ AROMA	AROMATIC	1.6
fraction_65	session_07	jury_15	FRAICHEUR	FRESH	2.1
fraction_65	session_07	jury_16	VOLUME	VOLUME	1
fraction_65	session_07	jury_16	AMERTUME	BITTER	1.7
fraction_65	session_07	jury_16	COLLANT	MOUTHFILLING	0.7
fraction_66	session_07	jury_01	AMER	BITTER	4.5
fraction_66	session_07	jury_01	IODE	IODINE	8.7
fraction_66	session_07	jury_03	SUCRE	SWEET	0
fraction_66	session_07	jury_03	CHLORE	CHLORINE	4.7
fraction_66	session_07	jury_03	GRAS	FATTY	0
fraction_66	session_07	jury_04	VOLUME	VOLUME	5.4
fraction_66	session_07	jury_04	ACIDE	ACID	8.2
fraction_66	session_07	jury_05	GRAS	FATTY	1.4
fraction_66	session_07	jury_05	AMERTUME	BITTER	1.4
fraction_66	session_07	jury_05	SALINITE	SALTY	4.6
fraction_66	session_07	jury_05	ACIDITE	ACID	0.1
fraction_66	session_07	jury_06	AMER	BITTER	5.5
fraction_66	session_07	jury_06	GRAS_VOLUME	FATTY	2
fraction_66	session_07	jury_06	GRAS_VOLUME	VOLUME	2
fraction_66	session_07	jury_06	VEG CHIMIQUE	VEGETAL	4.6
fraction_66	session_07	jury_06	VEG CHIMIQUE	CHEMICAL	4.6
fraction_66	session_07	jury_06	UMAMI	UMAMI	1.4
fraction_66	session_07	jury_07	FRAICHEUR	FRESH	5.6
fraction_66	session_07	jury_07	VOLUME	VOLUME	1.8
fraction_66	session_07	jury_07	ASTRINGENCE	ASTRINGENT	5.5
fraction_66	session_07	jury_08	GRAS	FATTY	7.1
fraction_66	session_07	jury_08	FLUIDITE	MOUTHFILLING	1
fraction_66	session_07	jury_08	SUCROSITE	SWEET	5
fraction_66	session_07	jury_10	AMER	BITTER	0
fraction_66	session_07	jury_10	SUCRE	SWEET	0
fraction_66	session_07	jury_10	GRAS	FATTY	0
fraction_66	session_07	jury_10	ASSECHANT	ASTRINGENT	0
fraction_66	session_07	jury_11	AMER	BITTER	4.6
fraction_66	session_07	jury_11	SUCRE	SWEET	0.2
fraction_66	session_07	jury_13	SEC-MNERAL	ACID	6.8
fraction_66	session_07	jury_13	SEC-MNERAL	MINERALITY	6.8
fraction_66	session_07	jury_13	SEC-AMER	BITTER	6.1
fraction_66	session_07	jury_15	AMER	BITTER	8.3
fraction_66	session_07	jury_15	UMAMI	UMAMI	5.2
fraction_66	session_07	jury_15	SALÉ	SALTY	0
fraction_66	session_07	jury_15	INTENSITÉ AROMA	AROMATIC	3.3
fraction_66	session_07	jury_15	FRAICHEUR	FRESH	7
fraction_66	session_07	jury_16	VOLUME	VOLUME	1.1
fraction_66	session_07	jury_16	AMERTUME	BITTER	1.8
fraction_66	session_07	jury_16	COLLANT	MOUTHFILLING	0.7
fraction_67	session_07	jury_01	AMER	BITTER	6.9
fraction_67	session_07	jury_01	IODE	IODINE	7.4
fraction_67	session_07	jury_03	SUCRE	SWEET	0
fraction_67	session_07	jury_03	CHLORE	CHLORINE	9.3
fraction_67	session_07	jury_03	GRAS	FATTY	0
fraction_67	session_07	jury_04	VOLUME	VOLUME	0.7
fraction_67	session_07	jury_04	ACIDE	ACID	4.4
fraction_67	session_07	jury_05	GRAS	FATTY	1.5
fraction_67	session_07	jury_05	AMERTUME	BITTER	4.8
fraction_67	session_07	jury_05	SALINITE	SALTY	1.6
fraction_67	session_07	jury_05	ACIDITE	ACID	0.1
fraction_67	session_07	jury_06	AMER	BITTER	2.3
fraction_67	session_07	jury_06	GRAS_VOLUME	FATTY	3.8
fraction_67	session_07	jury_06	GRAS_VOLUME	VOLUME	3.8
fraction_67	session_07	jury_06	VEG CHIMIQUE	VEGETAL	5.9
fraction_67	session_07	jury_06	VEG CHIMIQUE	CHEMICAL	5.9
fraction_67	session_07	jury_06	UMAMI	UMAMI	1.7
fraction_67	session_07	jury_07	FRAICHEUR	FRESH	1.8
fraction_67	session_07	jury_07	VOLUME	VOLUME	6.7
fraction_67	session_07	jury_07	ASTRINGENCE	ASTRINGENT	0.1
fraction_67	session_07	jury_08	GRAS	FATTY	1.7
fraction_67	session_07	jury_08	FLUIDITE	MOUTHFILLING	6.2
fraction_67	session_07	jury_08	SUCROSITE	SWEET	0.6
fraction_67	session_07	jury_10	AMER	BITTER	0.8
fraction_67	session_07	jury_10	SUCRE	SWEET	0
fraction_67	session_07	jury_10	GRAS	FATTY	0
fraction_67	session_07	jury_10	ASSECHANT	ASTRINGENT	0.8
fraction_67	session_07	jury_11	AMER	BITTER	2.3
fraction_67	session_07	jury_11	SUCRE	SWEET	0.3
fraction_67	session_07	jury_13	SEC-MNERAL	ACID	6.8
fraction_67	session_07	jury_13	SEC-MNERAL	MINERALITY	6.8
fraction_67	session_07	jury_13	SEC-AMER	BITTER	4.3
fraction_67	session_07	jury_15	AMER	BITTER	1.7
fraction_67	session_07	jury_15	UMAMI	UMAMI	0
fraction_67	session_07	jury_15	SALÉ	SALTY	2.3
fraction_67	session_07	jury_15	INTENSITÉ AROMA	AROMATIC	5.3
fraction_67	session_07	jury_15	FRAICHEUR	FRESH	8.5
fraction_67	session_07	jury_16	VOLUME	VOLUME	7.2
fraction_67	session_07	jury_16	AMERTUME	BITTER	1.7
fraction_67	session_07	jury_16	COLLANT	MOUTHFILLING	6.2
fraction_68	session_07	jury_01	AMER	BITTER	4.6
fraction_68	session_07	jury_01	IODE	IODINE	8.6
fraction_68	session_07	jury_03	SUCRE	SWEET	2.7
fraction_68	session_07	jury_03	CHLORE	CHLORINE	7.1
fraction_68	session_07	jury_03	GRAS	FATTY	1.8
fraction_68	session_07	jury_04	VOLUME	VOLUME	8.3
fraction_68	session_07	jury_04	ACIDE	ACID	4.6
fraction_68	session_07	jury_05	GRAS	FATTY	0.1
fraction_68	session_07	jury_05	AMERTUME	BITTER	1.4
fraction_68	session_07	jury_05	SALINITE	SALTY	2.5
fraction_68	session_07	jury_05	ACIDITE	ACID	0.1
fraction_68	session_07	jury_06	AMER	BITTER	3.2
fraction_68	session_07	jury_06	GRAS_VOLUME	FATTY	4.9
fraction_68	session_07	jury_06	GRAS_VOLUME	VOLUME	4.9
fraction_68	session_07	jury_06	VEG CHIMIQUE	VEGETAL	3.2
fraction_68	session_07	jury_06	VEG CHIMIQUE	CHEMICAL	3.2
fraction_68	session_07	jury_06	UMAMI	UMAMI	4.3
fraction_68	session_07	jury_07	FRAICHEUR	FRESH	1
fraction_68	session_07	jury_07	VOLUME	VOLUME	9.1
fraction_68	session_07	jury_07	ASTRINGENCE	ASTRINGENT	0.1
fraction_68	session_07	jury_08	GRAS	FATTY	5.7
fraction_68	session_07	jury_08	FLUIDITE	MOUTHFILLING	2.4
fraction_68	session_07	jury_08	SUCROSITE	SWEET	4.1
fraction_68	session_07	jury_10	AMER	BITTER	2.1
fraction_68	session_07	jury_10	SUCRE	SWEET	0
fraction_68	session_07	jury_10	GRAS	FATTY	0
fraction_68	session_07	jury_10	ASSECHANT	ASTRINGENT	2
fraction_68	session_07	jury_11	AMER	BITTER	2.4
fraction_68	session_07	jury_11	SUCRE	SWEET	0.2
fraction_68	session_07	jury_13	SEC-MNERAL	ACID	5.3
fraction_68	session_07	jury_13	SEC-MNERAL	MINERALITY	5.3
fraction_68	session_07	jury_13	SEC-AMER	BITTER	3.5
fraction_68	session_07	jury_15	AMER	BITTER	0
fraction_68	session_07	jury_15	UMAMI	UMAMI	0
fraction_68	session_07	jury_15	SALÉ	SALTY	0
fraction_68	session_07	jury_15	INTENSITÉ AROMA	AROMATIC	5.3
fraction_68	session_07	jury_15	FRAICHEUR	FRESH	7
fraction_68	session_07	jury_16	VOLUME	VOLUME	2.8
fraction_68	session_07	jury_16	AMERTUME	BITTER	6.1
fraction_68	session_07	jury_16	COLLANT	MOUTHFILLING	1.9
fraction_69	session_07	jury_01	AMER	BITTER	2.1
fraction_69	session_07	jury_01	IODE	IODINE	7.4
fraction_69	session_07	jury_03	SUCRE	SWEET	1.3
fraction_69	session_07	jury_03	CHLORE	CHLORINE	8.2
fraction_69	session_07	jury_03	GRAS	FATTY	0
fraction_69	session_07	jury_04	VOLUME	VOLUME	5.5
fraction_69	session_07	jury_04	ACIDE	ACID	8.1
fraction_69	session_07	jury_05	GRAS	FATTY	1.5
fraction_69	session_07	jury_05	AMERTUME	BITTER	5.8
fraction_69	session_07	jury_05	SALINITE	SALTY	0.1
fraction_69	session_07	jury_05	ACIDITE	ACID	0.1
fraction_69	session_07	jury_06	AMER	BITTER	2.7
fraction_69	session_07	jury_06	GRAS_VOLUME	FATTY	4
fraction_69	session_07	jury_06	GRAS_VOLUME	VOLUME	4
fraction_69	session_07	jury_06	VEG CHIMIQUE	VEGETAL	2.5
fraction_69	session_07	jury_06	VEG CHIMIQUE	CHEMICAL	2.5
fraction_69	session_07	jury_06	UMAMI	UMAMI	4.9
fraction_69	session_07	jury_07	FRAICHEUR	FRESH	7
fraction_69	session_07	jury_07	VOLUME	VOLUME	0.5
fraction_69	session_07	jury_07	ASTRINGENCE	ASTRINGENT	0.2
fraction_69	session_07	jury_08	GRAS	FATTY	0.9
fraction_69	session_07	jury_08	FLUIDITE	MOUTHFILLING	5.2
fraction_69	session_07	jury_08	SUCROSITE	SWEET	0.7
fraction_69	session_07	jury_10	AMER	BITTER	0.8
fraction_69	session_07	jury_10	SUCRE	SWEET	0
fraction_69	session_07	jury_10	GRAS	FATTY	0
fraction_69	session_07	jury_10	ASSECHANT	ASTRINGENT	0.7
fraction_69	session_07	jury_11	AMER	BITTER	2.4
fraction_69	session_07	jury_11	SUCRE	SWEET	2.4
fraction_69	session_07	jury_13	SEC-MNERAL	ACID	7.5
fraction_69	session_07	jury_13	SEC-MNERAL	MINERALITY	7.5
fraction_69	session_07	jury_13	SEC-AMER	BITTER	3.7
fraction_69	session_07	jury_15	AMER	BITTER	0
fraction_69	session_07	jury_15	UMAMI	UMAMI	5.2
fraction_69	session_07	jury_15	SALÉ	SALTY	2.2
fraction_69	session_07	jury_15	INTENSITÉ AROMA	AROMATIC	3.2
fraction_69	session_07	jury_15	FRAICHEUR	FRESH	7
fraction_69	session_07	jury_16	VOLUME	VOLUME	4
fraction_69	session_07	jury_16	AMERTUME	BITTER	4.2
fraction_69	session_07	jury_16	COLLANT	MOUTHFILLING	2.9
fraction_70	session_07	jury_01	AMER	BITTER	2.1
fraction_70	session_07	jury_01	IODE	IODINE	7.4
fraction_70	session_07	jury_03	SUCRE	SWEET	3
fraction_70	session_07	jury_03	CHLORE	CHLORINE	8.5
fraction_70	session_07	jury_03	GRAS	FATTY	3.2
fraction_70	session_07	jury_04	VOLUME	VOLUME	0.9
fraction_70	session_07	jury_04	ACIDE	ACID	8.1
fraction_70	session_07	jury_05	GRAS	FATTY	1.6
fraction_70	session_07	jury_05	AMERTUME	BITTER	2.9
fraction_70	session_07	jury_05	SALINITE	SALTY	0.1
fraction_70	session_07	jury_05	ACIDITE	ACID	0
fraction_70	session_07	jury_06	AMER	BITTER	2.1
fraction_70	session_07	jury_06	GRAS_VOLUME	FATTY	1.9
fraction_70	session_07	jury_06	GRAS_VOLUME	VOLUME	1.9
fraction_70	session_07	jury_06	VEG CHIMIQUE	VEGETAL	3.6
fraction_70	session_07	jury_06	VEG CHIMIQUE	CHEMICAL	3.6
fraction_70	session_07	jury_06	UMAMI	UMAMI	1.3
fraction_70	session_07	jury_07	FRAICHEUR	FRESH	3.1
fraction_70	session_07	jury_07	VOLUME	VOLUME	6.7
fraction_70	session_07	jury_07	ASTRINGENCE	ASTRINGENT	0.1
fraction_70	session_07	jury_08	GRAS	FATTY	1.7
fraction_70	session_07	jury_08	FLUIDITE	MOUTHFILLING	5.3
fraction_70	session_07	jury_08	SUCROSITE	SWEET	0
fraction_70	session_07	jury_10	AMER	BITTER	2.1
fraction_70	session_07	jury_10	SUCRE	SWEET	0
fraction_70	session_07	jury_10	GRAS	FATTY	0
fraction_70	session_07	jury_10	ASSECHANT	ASTRINGENT	2.1
fraction_70	session_07	jury_11	AMER	BITTER	2.4
fraction_70	session_07	jury_11	SUCRE	SWEET	0.3
fraction_70	session_07	jury_13	SEC-MNERAL	ACID	4.4
fraction_70	session_07	jury_13	SEC-MNERAL	MINERALITY	4.4
fraction_70	session_07	jury_13	SEC-AMER	BITTER	7.1
fraction_70	session_07	jury_15	AMER	BITTER	0
fraction_70	session_07	jury_15	UMAMI	UMAMI	0
fraction_70	session_07	jury_15	SALÉ	SALTY	0
fraction_70	session_07	jury_15	INTENSITÉ AROMA	AROMATIC	5.3
fraction_70	session_07	jury_15	FRAICHEUR	FRESH	7
fraction_70	session_07	jury_16	VOLUME	VOLUME	6
fraction_70	session_07	jury_16	AMERTUME	BITTER	5.3
fraction_70	session_07	jury_16	COLLANT	MOUTHFILLING	6.3
fraction_71	session_07	jury_01	AMER	BITTER	2.1
fraction_71	session_07	jury_01	IODE	IODINE	5.5
fraction_71	session_07	jury_03	SUCRE	SWEET	6.3
fraction_71	session_07	jury_03	CHLORE	CHLORINE	3.9
fraction_71	session_07	jury_03	GRAS	FATTY	7.3
fraction_71	session_07	jury_04	VOLUME	VOLUME	0.8
fraction_71	session_07	jury_04	ACIDE	ACID	4.7
fraction_71	session_07	jury_05	GRAS	FATTY	2.6
fraction_71	session_07	jury_05	AMERTUME	BITTER	1.4
fraction_71	session_07	jury_05	SALINITE	SALTY	1.6
fraction_71	session_07	jury_05	ACIDITE	ACID	0.1
fraction_71	session_07	jury_06	AMER	BITTER	4.5
fraction_71	session_07	jury_06	GRAS_VOLUME	FATTY	0.3
fraction_71	session_07	jury_06	GRAS_VOLUME	VOLUME	0.3
fraction_71	session_07	jury_06	VEG CHIMIQUE	VEGETAL	4.9
fraction_71	session_07	jury_06	VEG CHIMIQUE	CHEMICAL	4.9
fraction_71	session_07	jury_06	UMAMI	UMAMI	1.4
fraction_71	session_07	jury_07	FRAICHEUR	FRESH	0.7
fraction_71	session_07	jury_07	VOLUME	VOLUME	6.7
fraction_71	session_07	jury_07	ASTRINGENCE	ASTRINGENT	3.3
fraction_71	session_07	jury_08	GRAS	FATTY	2.7
fraction_71	session_07	jury_08	FLUIDITE	MOUTHFILLING	4.3
fraction_71	session_07	jury_08	SUCROSITE	SWEET	1.6
fraction_71	session_07	jury_10	AMER	BITTER	0
fraction_71	session_07	jury_10	SUCRE	SWEET	1.3
fraction_71	session_07	jury_10	GRAS	FATTY	1.9
fraction_71	session_07	jury_10	ASSECHANT	ASTRINGENT	0
fraction_71	session_07	jury_11	AMER	BITTER	2.5
fraction_71	session_07	jury_11	SUCRE	SWEET	2.4
fraction_71	session_07	jury_13	SEC-MNERAL	ACID	6.5
fraction_71	session_07	jury_13	SEC-MNERAL	MINERALITY	6.5
fraction_71	session_07	jury_13	SEC-AMER	BITTER	4.8
fraction_71	session_07	jury_15	AMER	BITTER	7.1
fraction_71	session_07	jury_15	UMAMI	UMAMI	0
fraction_71	session_07	jury_15	SALÉ	SALTY	0
fraction_71	session_07	jury_15	INTENSITÉ AROMA	AROMATIC	5.3
fraction_71	session_07	jury_15	FRAICHEUR	FRESH	8.5
fraction_71	session_07	jury_16	VOLUME	VOLUME	7.2
fraction_71	session_07	jury_16	AMERTUME	BITTER	5.2
fraction_71	session_07	jury_16	COLLANT	MOUTHFILLING	6.2
